Source Section	Operation	Category	Type	Invocations
Mandelbrot.ns pos=3724 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	18446648
Mandelbrot.ns pos=3780 len=4	<<	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	562500
Mandelbrot.ns pos=3780 len=4	<<	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	562500
Mandelbrot.ns pos=3786 len=8	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	562500
Mandelbrot.ns pos=3786 len=8	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	562500
Mandelbrot.ns pos=3827 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	562500
Mandelbrot.ns pos=3827 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	562500
Mandelbrot.ns pos=4049 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	492750
Mandelbrot.ns pos=4049 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	69750
Mandelbrot.ns pos=4049 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	562500
Mandelbrot.ns pos=4111 len=15	bitXor:	AnyNode BasicPrimitiveOperation OpArithmetic	int	69750
Mandelbrot.ns pos=4111 len=15	bitXor:	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	69750
Mandelbrot.ns pos=4248 len=12	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	492000
Mandelbrot.ns pos=4248 len=12	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	750
Mandelbrot.ns pos=4248 len=12	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	492750
Mandelbrot.ns pos=4256 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	492750
Mandelbrot.ns pos=4256 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	492750
Mandelbrot.ns pos=4314 len=15	<<	AnyNode BasicPrimitiveOperation OpArithmetic	int	750
Mandelbrot.ns pos=4314 len=15	<<	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	750
Mandelbrot.ns pos=4320 len=8	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	750
Mandelbrot.ns pos=4320 len=8	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	750
Mandelbrot.ns pos=4365 len=15	bitXor:	AnyNode BasicPrimitiveOperation OpArithmetic	int	750
Mandelbrot.ns pos=4365 len=15	bitXor:	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	750
Mandelbrot.ns pos=4480 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	562500
Mandelbrot.ns pos=4480 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	562500
Mandelbrot.ns pos=4514 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	750
Mandelbrot.ns pos=4514 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	750
NBody.ns pos=659 len=8	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	1
NBody.ns pos=659 len=8	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	1
NBody.ns pos=704 len=21	=	AnyNode BasicPrimitiveOperation OpComparison	float	1
NBody.ns pos=704 len=21	=	AnyNode BasicPrimitiveOperation OpComparison	TOTAL	1
NBody.ns pos=1232 len=17	+	AnyNode BasicPrimitiveOperation OpArithmetic	float	5
NBody.ns pos=1232 len=17	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	5
NBody.ns pos=1240 len=8	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	5
NBody.ns pos=1240 len=8	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	5
NBody.ns pos=1267 len=17	+	AnyNode BasicPrimitiveOperation OpArithmetic	float	5
NBody.ns pos=1267 len=17	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	5
NBody.ns pos=1275 len=8	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	5
NBody.ns pos=1275 len=8	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	5
NBody.ns pos=1302 len=17	+	AnyNode BasicPrimitiveOperation OpArithmetic	float	5
NBody.ns pos=1302 len=17	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	5
NBody.ns pos=1310 len=8	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	5
NBody.ns pos=1310 len=8	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	5
NBody.ns pos=1345 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	TOTAL	0
NBody.ns pos=1506 len=4	size	AnyNode BasicPrimitiveOperation OpLength	arr	249999
NBody.ns pos=1506 len=4	size	AnyNode BasicPrimitiveOperation OpLength	TOTAL	249999
NBody.ns pos=1562 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	1249999
NBody.ns pos=1562 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	TOTAL	1249999
NBody.ns pos=1580 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	1250000
NBody.ns pos=1580 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	1250000
NBody.ns pos=1595 len=4	size	AnyNode BasicPrimitiveOperation OpLength	arr	1249999
NBody.ns pos=1595 len=4	size	AnyNode BasicPrimitiveOperation OpLength	TOTAL	1249999
NBody.ns pos=1686 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	2499999
NBody.ns pos=1686 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	TOTAL	2499999
NBody.ns pos=1716 len=9	-	AnyNode BasicPrimitiveOperation OpArithmetic	float	2500000
NBody.ns pos=1716 len=9	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2500000
NBody.ns pos=1750 len=9	-	AnyNode BasicPrimitiveOperation OpArithmetic	float	2500000
NBody.ns pos=1750 len=9	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2500000
NBody.ns pos=1784 len=9	-	AnyNode BasicPrimitiveOperation OpArithmetic	float	2500000
NBody.ns pos=1784 len=9	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2500000
NBody.ns pos=1821 len=4	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=1821 len=4	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=1827 len=11	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=1827 len=11	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=1833 len=4	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=1833 len=4	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=1839 len=11	+	AnyNode BasicPrimitiveOperation OpArithmetic	float	2500000
NBody.ns pos=1839 len=11	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2500000
NBody.ns pos=1845 len=4	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=1845 len=4	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=1882 len=4	sqrt	AnyNode BasicPrimitiveOperation OpArithmetic	float	2500000
NBody.ns pos=1882 len=4	sqrt	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2500000
NBody.ns pos=1912 len=24	//	AnyNode BasicPrimitiveOperation OpArithmetic	float	2500000
NBody.ns pos=1912 len=24	//	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2500000
NBody.ns pos=1925 len=10	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=1925 len=10	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=1968 len=25	-	AnyNode BasicPrimitiveOperation OpArithmetic	float	2500000
NBody.ns pos=1968 len=25	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2500000
NBody.ns pos=1974 len=12	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=1974 len=12	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=1987 len=5	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=1987 len=5	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=2024 len=25	-	AnyNode BasicPrimitiveOperation OpArithmetic	float	2500000
NBody.ns pos=2024 len=25	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2500000
NBody.ns pos=2030 len=12	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=2030 len=12	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=2043 len=5	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=2043 len=5	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=2080 len=25	-	AnyNode BasicPrimitiveOperation OpArithmetic	float	2500000
NBody.ns pos=2080 len=25	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2500000
NBody.ns pos=2086 len=12	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=2086 len=12	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=2099 len=5	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=2099 len=5	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=2137 len=25	+	AnyNode BasicPrimitiveOperation OpArithmetic	float	2500000
NBody.ns pos=2137 len=25	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2500000
NBody.ns pos=2143 len=12	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=2143 len=12	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=2156 len=5	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=2156 len=5	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=2193 len=25	+	AnyNode BasicPrimitiveOperation OpArithmetic	float	2500000
NBody.ns pos=2193 len=25	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2500000
NBody.ns pos=2199 len=12	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=2199 len=12	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=2212 len=5	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=2212 len=5	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=2249 len=25	+	AnyNode BasicPrimitiveOperation OpArithmetic	float	2500000
NBody.ns pos=2249 len=25	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2500000
NBody.ns pos=2255 len=12	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=2255 len=12	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=2268 len=5	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	float	2500000
NBody.ns pos=2268 len=5	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2500000
NBody.ns pos=2346 len=16	+	AnyNode BasicPrimitiveOperation OpArithmetic	float	1250000
NBody.ns pos=2346 len=16	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	1250000
