Source Section	Operation	Category	Type	Invocations
DeltaBlue.ns pos=25273 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	6400
DeltaBlue.ns pos=25770 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	Symbol	200
DeltaBlue.ns pos=25770 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	Symbol	10400
DeltaBlue.ns pos=25770 len=10	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	10600
DeltaBlue.ns pos=26945 len=6	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	1000
DeltaBlue.ns pos=26945 len=6	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	1000
DeltaBlue.ns pos=27177 len=7	<>	AnyNode BasicPrimitiveOperation OpComparison	int	300
DeltaBlue.ns pos=27177 len=7	<>	AnyNode BasicPrimitiveOperation OpComparison	int	2900
DeltaBlue.ns pos=27177 len=7	<>	AnyNode BasicPrimitiveOperation OpComparison	TOTAL	3200
DeltaBlue.ns pos=27852 len=3	not	AnyNode BasicPrimitiveOperation OpArithmetic	bool	500
DeltaBlue.ns pos=27852 len=3	not	AnyNode BasicPrimitiveOperation OpArithmetic	bool	2400
DeltaBlue.ns pos=27852 len=3	not	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	2900
DeltaBlue.ns pos=29892 len=4	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	100
DeltaBlue.ns pos=29892 len=4	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	200
DeltaBlue.ns pos=29892 len=4	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	100
DeltaBlue.ns pos=29892 len=4	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	100
DeltaBlue.ns pos=29892 len=4	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	500
DeltaBlue.ns pos=29892 len=4	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	1000
Fannkuch.ns pos=1717 len=39	=	AnyNode BasicPrimitiveOperation OpComparison StatementTag	int	4
Fannkuch.ns pos=1717 len=39	=	AnyNode BasicPrimitiveOperation OpComparison StatementTag	TOTAL	4
Fannkuch.ns pos=1736 len=19	at:	AnyNode ArrayRead BasicPrimitiveOperation PrimitiveArgument	int	3
Fannkuch.ns pos=1736 len=19	at:	AnyNode ArrayRead BasicPrimitiveOperation PrimitiveArgument	TOTAL	3
Fannkuch.ns pos=2020 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	int	94191
Fannkuch.ns pos=2020 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	TOTAL	94191
Fannkuch.ns pos=2027 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	74032
Fannkuch.ns pos=2027 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	20160
Fannkuch.ns pos=2027 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	94192
Fannkuch.ns pos=2061 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	74032
Fannkuch.ns pos=2061 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	74032
Fannkuch.ns pos=2093 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	74032
Fannkuch.ns pos=2093 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	74032
Fannkuch.ns pos=2119 len=3	/	AnyNode BasicPrimitiveOperation OpArithmetic	int	74032
Fannkuch.ns pos=2119 len=3	/	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	74032
Fannkuch.ns pos=2156 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	int	142439
Fannkuch.ns pos=2156 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	TOTAL	142439
Fannkuch.ns pos=2185 len=18	at:	AnyNode ArrayRead BasicPrimitiveOperation	int	142439
Fannkuch.ns pos=2185 len=18	at:	AnyNode ArrayRead BasicPrimitiveOperation	TOTAL	142439
Fannkuch.ns pos=2200 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	142440
Fannkuch.ns pos=2200 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	142440
Fannkuch.ns pos=2223 len=12	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	int	142439
Fannkuch.ns pos=2223 len=12	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	142439
Fannkuch.ns pos=2255 len=25	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	int	142439
Fannkuch.ns pos=2255 len=25	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	142439
Fannkuch.ns pos=2270 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	142440
Fannkuch.ns pos=2270 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	142440
Fannkuch.ns pos=2419 len=4	size	AnyNode BasicPrimitiveOperation OpLength	arr	20159
Fannkuch.ns pos=2419 len=4	size	AnyNode BasicPrimitiveOperation OpLength	TOTAL	20159
Fannkuch.ns pos=2507 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	int	34635
Fannkuch.ns pos=2507 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	TOTAL	34635
Fannkuch.ns pos=2530 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	34636
Fannkuch.ns pos=2530 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	34636
Fannkuch.ns pos=2550 len=27	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	int	54767
Fannkuch.ns pos=2550 len=27	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	TOTAL	54767
Fannkuch.ns pos=2567 len=9	at:	AnyNode ArrayRead BasicPrimitiveOperation	int	54767
Fannkuch.ns pos=2567 len=9	at:	AnyNode ArrayRead BasicPrimitiveOperation	TOTAL	54767
Fannkuch.ns pos=2573 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	54768
Fannkuch.ns pos=2573 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	54768
Fannkuch.ns pos=2594 len=15	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	int	34635
Fannkuch.ns pos=2594 len=15	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	34635
Fannkuch.ns pos=2633 len=41	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	int	34635
Fannkuch.ns pos=2633 len=41	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	34635
Fannkuch.ns pos=2659 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation PrimitiveArgument	int	34635
Fannkuch.ns pos=2659 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation PrimitiveArgument	TOTAL	34635
Fannkuch.ns pos=2666 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	34636
Fannkuch.ns pos=2666 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	34636
Fannkuch.ns pos=2671 len=3	%	AnyNode BasicPrimitiveOperation OpArithmetic	int	34636
Fannkuch.ns pos=2671 len=3	%	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	34636
Fannkuch.ns pos=2709 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	int	34635
Fannkuch.ns pos=2709 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	TOTAL	34635
Fannkuch.ns pos=2734 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	20156
Fannkuch.ns pos=2734 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	14480
Fannkuch.ns pos=2734 len=3	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	34636
Fannkuch.ns pos=3379 len=14	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	0
Fannkuch.ns pos=3407 len=14	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	0
Fannkuch.ns pos=3435 len=14	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	0
Fannkuch.ns pos=3463 len=14	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	0
Fannkuch.ns pos=3491 len=14	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	0
Fannkuch.ns pos=3519 len=14	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	0
Fannkuch.ns pos=3547 len=14	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	0
Fannkuch.ns pos=3575 len=14	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	0
Fannkuch.ns pos=3603 len=14	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	0
Fannkuch.ns pos=3631 len=14	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	0
Fannkuch.ns pos=3659 len=14	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	0
Fannkuch.ns pos=3687 len=14	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	0
GCBench.ns pos=3252 len=17	*	AnyNode BasicPrimitiveOperation OpArithmetic	int	5
GCBench.ns pos=3252 len=17	*	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	5
GCBench.ns pos=3301 len=17	*	AnyNode BasicPrimitiveOperation OpArithmetic	int	5
GCBench.ns pos=3301 len=17	*	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	5
GCBench.ns pos=3346 len=17	*	AnyNode BasicPrimitiveOperation OpArithmetic	int	5
GCBench.ns pos=3346 len=17	*	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	5
GCBench.ns pos=3391 len=17	*	AnyNode BasicPrimitiveOperation OpArithmetic	int	5
GCBench.ns pos=3391 len=17	*	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	5
GCBench.ns pos=3436 len=17	*	AnyNode BasicPrimitiveOperation OpArithmetic	int	5
GCBench.ns pos=3436 len=17	*	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	5
GCBench.ns pos=3923 len=3	/	AnyNode BasicPrimitiveOperation OpArithmetic	int	5
GCBench.ns pos=3923 len=3	/	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	5
GCBench.ns pos=3947 len=27	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	float	624999
GCBench.ns pos=3947 len=27	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	TOTAL	624999
GCBench.ns pos=3966 len=8	//	AnyNode BasicPrimitiveOperation OpArithmetic	float	625000
GCBench.ns pos=3966 len=8	//	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	625000
GCBench.ns pos=4019 len=15	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	5
GCBench.ns pos=4019 len=15	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	5
GCBench.ns pos=4035 len=3	/	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	5
GCBench.ns pos=4035 len=3	/	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	5
GCBench.ns pos=4039 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	5
GCBench.ns pos=4039 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	5
GCBench.ns pos=4127 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	int	19
GCBench.ns pos=4127 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	19
GCBench.ns pos=4183 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	20
GCBench.ns pos=4183 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	20
GCBench.ns pos=4259 len=6	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	5
GCBench.ns pos=4259 len=6	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	5
GCBench.ns pos=4370 len=4	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	22025
GCBench.ns pos=4370 len=4	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	23920
GCBench.ns pos=4370 len=4	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	45945
GCBench.ns pos=4479 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	22025
GCBench.ns pos=4479 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	22025
GCBench.ns pos=4535 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	22025
GCBench.ns pos=4535 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	22025
GCBench.ns pos=4829 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	20
GCBench.ns pos=4829 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	20
GCBench.ns pos=4976 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	20
GCBench.ns pos=4976 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	20
GCBench.ns pos=5105 len=37	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	20
GCBench.ns pos=5105 len=37	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	20
GCBench.ns pos=5143 len=21	/	AnyNode BasicPrimitiveOperation OpArithmetic RootTag StatementTag	int	20
GCBench.ns pos=5143 len=21	/	AnyNode BasicPrimitiveOperation OpArithmetic RootTag StatementTag	TOTAL	20
GCBench.ns pos=5221 len=4	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	20745
GCBench.ns pos=5221 len=4	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	22640
GCBench.ns pos=5221 len=4	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	43385
GCBench.ns pos=5331 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	20745
GCBench.ns pos=5331 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	20745
GCBench.ns pos=5381 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	20745
GCBench.ns pos=5381 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	20745
GCBench.ns pos=5492 len=3	*	AnyNode BasicPrimitiveOperation OpArithmetic	int	280
GCBench.ns pos=5492 len=3	*	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	280
GCBench.ns pos=5510 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic StatementTag	int	40
GCBench.ns pos=5510 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic StatementTag	TOTAL	40
Harness.ns pos=1848 len=7	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	600
Harness.ns pos=1848 len=7	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	600
Harness.ns pos=2173 len=6	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	642600
Harness.ns pos=2173 len=6	*	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	642600
Harness.ns pos=2181 len=7	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	642600
Harness.ns pos=2181 len=7	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	642600
Harness.ns pos=2190 len=7	&	AnyNode BasicPrimitiveOperation OpArithmetic	int	642600
Harness.ns pos=2190 len=7	&	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	642600
Harness.ns pos=5234 len=5	ticks	AnyNode BasicPrimitiveOperation	int	1276
Harness.ns pos=5234 len=5	ticks	AnyNode BasicPrimitiveOperation	TOTAL	1276
Harness.ns pos=5413 len=5	ticks	AnyNode BasicPrimitiveOperation	int	1276
Harness.ns pos=5413 len=5	ticks	AnyNode BasicPrimitiveOperation	TOTAL	1276
Harness.ns pos=5445 len=11	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	1276
Harness.ns pos=5445 len=11	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	1276
Harness.ns pos=5538 len=9	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	1276
Harness.ns pos=5538 len=9	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	1276
Harness.ns pos=5663 len=3	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	1276
Harness.ns pos=5663 len=3	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	1276
Json.ns pos=901 len=5	=	AnyNode BasicPrimitiveOperation OpComparison StatementTag	int	1
Json.ns pos=901 len=5	=	AnyNode BasicPrimitiveOperation OpComparison StatementTag	TOTAL	1
Json.ns pos=27310 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	2802
Json.ns pos=27310 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	590
Json.ns pos=27310 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	3392
Json.ns pos=27361 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	2776
Json.ns pos=27361 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	26
Json.ns pos=27361 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	2802
Json.ns pos=27412 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	2773
Json.ns pos=27412 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	3
Json.ns pos=27412 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	2776
Json.ns pos=27463 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	1422
Json.ns pos=27463 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	1351
Json.ns pos=27463 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	2773
Json.ns pos=27514 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	869
Json.ns pos=27514 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	553
Json.ns pos=27514 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	1422
Json.ns pos=27565 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	712
Json.ns pos=27565 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	157
Json.ns pos=27565 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	869
Json.ns pos=27739 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	705
Json.ns pos=27739 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	7
Json.ns pos=27739 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	712
Json.ns pos=27790 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	686
Json.ns pos=27790 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	19
Json.ns pos=27790 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	705
Json.ns pos=27841 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	444
Json.ns pos=27841 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	242
Json.ns pos=27841 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	686
Json.ns pos=27892 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	193
Json.ns pos=27892 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	251
Json.ns pos=27892 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	444
Json.ns pos=27943 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	174
Json.ns pos=27943 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	19
Json.ns pos=27943 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	193
Json.ns pos=27994 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	133
Json.ns pos=27994 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	41
Json.ns pos=27994 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	174
Json.ns pos=28045 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	96
Json.ns pos=28045 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	37
Json.ns pos=28045 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	133
Json.ns pos=28096 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	45
Json.ns pos=28096 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	51
Json.ns pos=28096 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	96
Json.ns pos=28147 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	28
Json.ns pos=28147 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	17
Json.ns pos=28147 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	45
Json.ns pos=28198 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	17
Json.ns pos=28198 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	11
Json.ns pos=28198 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	28
Json.ns pos=28249 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	17
Json.ns pos=28249 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	17
Json.ns pos=29655 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	598
Json.ns pos=29655 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	598
Json.ns pos=30539 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	str	12886
Json.ns pos=30539 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	str	1949
Json.ns pos=30539 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	14835
Json.ns pos=30576 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	12886
Json.ns pos=30576 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	12886
Json.ns pos=31833 len=6	<>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	19
Json.ns pos=31833 len=6	<>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	693
Json.ns pos=31833 len=6	<>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	712
Json.ns pos=32219 len=3	not	AnyNode BasicPrimitiveOperation OpArithmetic	bool	712
Json.ns pos=32219 len=3	not	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	712
Json.ns pos=32259 len=3	not	AnyNode BasicPrimitiveOperation OpArithmetic StatementTag	bool	712
Json.ns pos=32259 len=3	not	AnyNode BasicPrimitiveOperation OpArithmetic StatementTag	TOTAL	712
Json.ns pos=32502 len=4	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	4259
Json.ns pos=32502 len=4	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	5857
Json.ns pos=32502 len=4	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	10116
Json.ns pos=32827 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	1
Json.ns pos=32827 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	25820
Json.ns pos=32827 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	25821
Json.ns pos=32919 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	25821
Json.ns pos=32919 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	25821
Json.ns pos=32946 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	25821
Json.ns pos=32946 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	25821
Json.ns pos=33010 len=15	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	1
Json.ns pos=33010 len=15	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	25820
Json.ns pos=33010 len=15	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	25821
Json.ns pos=33019 len=6	length	AnyNode BasicPrimitiveOperation OpLength PrimitiveArgument	str	25820
Json.ns pos=33019 len=6	length	AnyNode BasicPrimitiveOperation OpLength PrimitiveArgument	TOTAL	25820
Json.ns pos=33061 len=13	charAt:	AnyNode ComplexPrimitiveOperation StringAccess	str	25820
Json.ns pos=33061 len=13	charAt:	AnyNode ComplexPrimitiveOperation StringAccess	TOTAL	25820
Json.ns pos=33382 len=15	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	2661
Json.ns pos=33382 len=15	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	2661
Json.ns pos=33434 len=41	substringFrom:to:	AnyNode ComplexPrimitiveOperation StringAccess	str	2661
Json.ns pos=33434 len=41	substringFrom:to:	AnyNode ComplexPrimitiveOperation StringAccess	TOTAL	2661
Json.ns pos=33472 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	2661
Json.ns pos=33472 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	2661
Json.ns pos=34146 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	1
Json.ns pos=34146 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	8689
Json.ns pos=34146 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	8690
Json.ns pos=34185 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	1
Json.ns pos=34185 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	8689
Json.ns pos=34185 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	8690
Json.ns pos=34224 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	1
Json.ns pos=34224 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	8689
